"","objectid","id_no","binomial","event_year","legend","kingdom","phylum","class","order","family","genus","category","latitude","longitude","area","threat_level"
"730","2546399",169202,"Africocypha centripunctata",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Africocypha","Endangered",4.99028,9.69917,"Africa","Threatened"
"731","2848854",169205,"Chlorocypha luminosa",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",7.51656,-8.7044,"Africa","Least Concern"
"732","1398694",169206,"Chlorocypha radix",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Chlorocypha","Least Concern",7.54823,-8.68219,"Africa","Least Concern"
"733","2345722",169207,"Agriocnemis angustirami",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Agriocnemis","Least Concern",5.845,-10.027,"Africa","Least Concern"
"734","42816",169208,"Ceriagrion citrinum",2002,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Endangered",7.03333333,2.28333333,"Africa","Threatened"
"735","2180035",169216,"Phyllomacromia lamottei",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","MACROMIIDAE","Phyllomacromia","Near Threatened",7.509,-8.697,"Africa","Near Threatened"
"736","4326005",169219,"Phyllomacromia occidentalis",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","MACROMIIDAE","Phyllomacromia","Least Concern",7.51656,-8.7044,"Africa","Least Concern"
"737","1795418",169230,"Cornigomphus mariannae",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Cornigomphus","Least Concern",7.50253,-8.69696,"Africa","Least Concern"
"738","4499375",169231,"Paragomphus kiautai",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Paragomphus","Least Concern",-1.454712,14.17228,"Africa","Least Concern"
"739","3309392",169232,"Paragomphus tournieri",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Paragomphus","Least Concern",5.65626,-8.19024,"Africa","Least Concern"
"740","4566883",169240,"Libyogomphus christinae",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Libyogomphus","Least Concern",7.52992,-8.66389,"Africa","Least Concern"
"741","2329209",169241,"Neodythemis takamandensis",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Neodythemis","Least Concern",-1.64766,13.68004,"Africa","Least Concern"
"742","1371919",169242,"Orthetrum sagitta",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Orthetrum","Least Concern",5.845,-10.027,"Africa","Least Concern"
"743","4557241",169248,"Neurolestes nigeriensis",2005,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","ARGIOLESTIDAE","Neurolestes","Critically Endangered",6.379924,9.377779,"Africa","Threatened"
"744","2653971",169250,"Nubiolestes diotima",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","SYNLESTIDAE","Nubiolestes","Least Concern",-1.727623,11.307118,"Africa","Least Concern"
"745","2052711",169255,"Stenocnemis pachystigma",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Stenocnemis","Least Concern",-1.41428,12.07578,"Africa","Least Concern"
"746","192040",169291,"Rhinagrion philippinum",2009,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PHILOSINIDAE","Rhinagrion","Least Concern",14.77226,121.93438,"Asia","Least Concern"
"747","2940721",169299,"Risiocnemis serrata",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Risiocnemis","Least Concern",16.667,122.35,"Asia","Least Concern"
"748","1212431",169367,"Vieja hartwegi",2004,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Vieja","Endangered",16.15878,-93.07925,"America","Threatened"
"749","6114393",169371,"Rivulus cylindraceus",2012,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINODONTIFORMES","RIVULIDAE","Rivulus","Least Concern",22.371349,-81.118875,"America","Least Concern"
"750","2237868",169372,"Allotoca diazi",2017,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINODONTIFORMES","GOODEIDAE","Allotoca","Critically Endangered",19.573,-101.5215,"America","Threatened"
"751","3695405",169377,"Roeboides occidentalis",2016,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CHARACIFORMES","CHARACIDAE","Roeboides","Least Concern",9.29272,-79.20531,"America","Least Concern"
"752","3997705",169378,"Parachromis friedrichsthalii",2015,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Parachromis","Least Concern",9.51165,-82.84858,"America","Least Concern"
"753","4018956",169380,"Cribroheros rhytisma",2006,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Cribroheros","Endangered",9.6473,-82.7987,"America","Threatened"
"754","3989967",169382,"Amphilophus zaliosus",2004,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Amphilophus","Critically Endangered",11.923191,-86.030936,"America","Threatened"
"755","3992419",169384,"Cynodonichthys kuelpmanni",2000,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINODONTIFORMES","RIVULIDAE","Cynodonichthys","Critically Endangered",8.87592,-82.1745,"America","Threatened"
"756","4018469",169390,"Brachyrhaphis roswithae",2012,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINODONTIFORMES","POECILIIDAE","Brachyrhaphis","Data Deficient",8.95886122,-80.68608328,"America","Data Deficient"
"757","954250",169397,"Herichthys steindachneri",2016,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Herichthys","Endangered",21.986,-99.255083,"America","Threatened"
"758","719618",169602,"Devario malabaricus",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Devario","Least Concern",6.75,80.1666,"Asia","Least Concern"
"759","567537",170450,"Vigna luteola",2010,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","FABALES","FABACEAE","Vigna","Least Concern",-4.358333,35.766667,"Africa","Least Concern"
"760","567326",170450,"Vigna luteola",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","FABALES","FABACEAE","Vigna","Least Concern",-24.016111,-46.504722,"America","Least Concern"
"761","567138",170450,"Vigna luteola",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","FABALES","FABACEAE","Vigna","Least Concern",23.11667,121.33333,"Asia","Least Concern"
"762","567506",170450,"Vigna luteola",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","FABALES","FABACEAE","Vigna","Least Concern",-29.53657971,152.8006662,"Oceania","Least Concern"
"763","2243368",171797,"Sieboldius japponicus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Sieboldius","Least Concern",1.683,112.1657,"Asia","Least Concern"
"764","1318111",171836,"Harmandia somboriensis",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Harmandia","Least Concern",15.338738,104.153787,"Asia","Least Concern"
"765","2069456",171838,"Hyriopsis delaportei",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Hyriopsis","Least Concern",13.52985,105.93807,"Asia","Least Concern"
"766","2121595",171839,"Hyriopsis desowitzi",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Hyriopsis","Near Threatened",14.55062,100.762767,"Asia","Near Threatened"
"767","4082881",171840,"Hyriopsis myersiana",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Hyriopsis","Least Concern",16.852211,100.608203,"Asia","Least Concern"
"768","3288565",171851,"Modellnaia siamensis",2016,"Possibly Extinct","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Modellnaia","Critically Endangered",15.307247,103.6215,"Asia","Threatened"
"769","4614717",171880,"Pseudodon cumingii",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Pseudodon","Vulnerable",20.2682,100.07152,"Asia","Threatened"
"770","3115655",171897,"Unionetta fabagina",2016,"Extant (resident)","animals","Mollusca (animals)","Bivalvia (Molluscs)","UNIONOIDA","UNIONIDAE","Unionetta","Least Concern",13.96899,108.017988,"Asia","Least Concern"
"771","2558668",172337,"Pseudosphromenus cupanus",2017,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","OSPHRONEMIDAE","Pseudosphromenus","Least Concern",8.350561,80.4736,"Asia","Least Concern"
"772","1742442",172360,"Lepidocephalichthys thermalis",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","COBITIDAE","Lepidocephalichthys","Least Concern",7.477576,81.043701,"Asia","Least Concern"
"773","3030231",172368,"Etroplus suratensis",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Etroplus","Least Concern",7.368288,81.121192,"Asia","Least Concern"
"774","4559928",172382,"Puntius dorsalis",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Puntius","Least Concern",7.205444,80.99911,"Asia","Least Concern"
"775","877521",172386,"Sicyopterus griseus",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","GOBIIDAE","Sicyopterus","Least Concern",7.220888,81.009812,"Asia","Least Concern"
"776","464548",172401,"Oryzias carnaticus",2017,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","BELONIFORMES","ADRIANICHTHYIDAE","Oryzias","Least Concern",6.230125,80.070987,"Asia","Least Concern"
"777","1010091",172445,"Puntius bimaculatus",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Puntius","Least Concern",6.9944,80.4113,"Asia","Least Concern"
"778","3526353",172481,"Pseudetroplus maculatus",2017,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Pseudetroplus","Least Concern",7.837724,80.869136,"Asia","Least Concern"
"779","988023",172486,"Puntius vittatus",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Puntius","Least Concern",7.220888,81.009812,"Asia","Least Concern"
"780","2044482",174498,"Devadatta argyoides",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","DEVADATTIDAE","Devadatta","Least Concern",5.97822,100.89262,"Asia","Least Concern"
"781","1932267",174524,"Rhinocypha pelops",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Rhinocypha","Near Threatened",4.84575,102.72119,"Asia","Near Threatened"
"782","2627785",174533,"Mortonagrion arthuri",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Mortonagrion","Near Threatened",-3.10692,107.85822,"Asia","Near Threatened"
"783","280399",174535,"Pericnemis stictica",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Pericnemis","Least Concern",2.653,113.0511,"Asia","Least Concern"
"784","4456296",174548,"Macromia cydippe",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","MACROMIIDAE","Macromia","Least Concern",1.683,112.1657,"Asia","Least Concern"
"785","3783825",176896,"Rorippa madagascariensis",2002,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BRASSICALES","BRASSICACEAE","Rorippa","Least Concern",-2.339333,9.592167,"Africa","Least Concern"
"786","1253965",176898,"Kyllinga melanosperma",2019,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","POALES","CYPERACEAE","Kyllinga","Least Concern",-25.829948,27.440286,"Africa","Least Concern"
"787","1254055",176898,"Kyllinga melanosperma",2005,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","POALES","CYPERACEAE","Kyllinga","Least Concern",12.376111,99.44,"Asia","Least Concern"
"788","1254006",176898,"Kyllinga melanosperma",2012,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","POALES","CYPERACEAE","Kyllinga","Least Concern",-17.501,145.424,"Oceania","Least Concern"
"789","3739609",176972,"Commelina erecta",2018,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","COMMELINALES","COMMELINACEAE","Commelina","Least Concern",-28.106104,32.286045,"Africa","Least Concern"
"790","2096731",177009,"Scleria foliosa",2013,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","POALES","CYPERACEAE","Scleria","Least Concern",9.0833,2.5,"Africa","Least Concern"
"791","3832329",177042,"Commelina subulata",2016,"Extant (resident)","plants","Tracheophyta (plants)","Liliopsida (Plants)","COMMELINALES","COMMELINACEAE","Commelina","Least Concern",-25.366028,27.714042,"Africa","Least Concern"
"792","3702871",179486,"Aeschynomene uniflora",2013,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","FABALES","FABACEAE","Aeschynomene","Least Concern",7.2666,2.45,"Africa","Least Concern"
"793","888705",179517,"Hydrolea sansibarica",2006,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","HYDROLEACEAE","Hydrolea","Vulnerable",-2.2,40.8666,"Africa","Threatened"
"794","4607329",179542,"Indigofera zanzibarica",2019,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","FABALES","FABACEAE","Indigofera","Vulnerable",-5.2666,39.7,"Africa","Threatened"
"795","4035947",180566,"Aplocheilus dayi",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINODONTIFORMES","APLOCHEILIDAE","Aplocheilus","Endangered",6.724529,80.160687,"Asia","Threatened"
"796","2964839",180567,"Esomus thermoicos",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Esomus","Least Concern",7.220888,81.009812,"Asia","Least Concern"
"797","867540",180568,"Garra ceylonensis",2019,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Garra","Near Threatened",8.742144,80.182434,"Asia","Near Threatened"
"798","1976117",181632,"Clarias theodorae",2013,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","SILURIFORMES","CLARIIDAE","Clarias","Least Concern",-14.781,35.842,"Africa","Least Concern"
"799","4218214",181657,"Enteromius kerstenii",2013,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Enteromius","Least Concern",-15.81,35.646,"Africa","Least Concern"
"800","2057314",181777,"Tilapia sparrmanii",2010,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Tilapia","Least Concern",-12.117,33.727,"Africa","Least Concern"
"801","1333729",181801,"Astatotilapia calliptera",2013,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Astatotilapia","Least Concern",-14.781,35.842,"Africa","Least Concern"
"802","2967532",181906,"Micropanchax johnstoni",2013,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINODONTIFORMES","POECILIIDAE","Micropanchax","Least Concern",-14.781,35.842,"Africa","Least Concern"
"803","1199191",182001,"Oreochromis shiranus",2013,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","PERCIFORMES","CICHLIDAE","Oreochromis","Least Concern",-14.781,35.842,"Africa","Least Concern"
"804","1938704",182167,"Enteromius trimaculatus",2013,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Enteromius","Least Concern",-15.81,35.646,"Africa","Least Concern"
"805","985629",182655,"Enteromius macrotaenia",2011,"Extant (resident)","animals","Chordata (animals)","Actinopterygii (Ray-Finned Fish)","CYPRINIFORMES","CYPRINIDAE","Enteromius","Least Concern",-15.061,35.219,"Africa","Least Concern"
